raw_line,line_type,source_file
Evrak No :202511003,evrak,lescon    örme usd hs.xls
Evrak No :202505580,evrak,lescon    örme usd hs.xls
8.80$+KDV /INTERLOK POLY.ELASTAN 50/72,price_product,lescon    örme usd hs.xls
"2.876.214,60 TL/41,8364 16.10.25 VD.ÇEK TAHSİL-FNo:185033",kur_farki,lescon    örme usd hs.xls
"228.046,28 TL/41,8364 16.10.25 VD.ÇEK FARKI-FNo:185064",kur_farki,lescon    örme usd hs.xls
"2.876.214,60 TL/41,9522 21.10.25 VD.ÇEK TAHSİL-FNo:185070",kur_farki,lescon    örme usd hs.xls
Evrak No :202505778,evrak,lescon    örme usd hs.xls
"236.638,64 TL/41,9522 21.10.25 VD.ÇEK FARKI-FNo:185110",kur_farki,lescon    örme usd hs.xls
"2.879.409,06 TL/41,9180 26.10.25 VD.ÇEK TAHSİL-FNo:185127",kur_farki,lescon    örme usd hs.xls
"9 TL/41,9180 26.10.25 VD.ÇEK EKSİK TAHSİLAT-FNo:185128",kur_farki,lescon    örme usd hs.xls
"9 TL/41,9180 ÇEK EKSİK TUTAR ÖDEMESİ-FNo:185161",diger,lescon    örme usd hs.xls
"234.361 TL/41,9180 26.10.25 VD.ÇEK FARKI-FNo:185161",kur_farki,lescon    örme usd hs.xls
Evrak No :202506001,evrak,lescon    örme usd hs.xls
Evrak No :202506003,evrak,lescon    örme usd hs.xls
Evrak No :202500188,evrak,lescon    örme usd hs.xls
7$+KDV /SUPREM POLY.ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202506042,evrak,lescon    örme usd hs.xls
6.80$+KDV /SCUBA POLY.FDY KESIK CIZGILI ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202506113,evrak,lescon    örme usd hs.xls
9$+KDV /INTERLOK POLY.ELASTAN 50/72 WIKING APRE FRESH TUSE,price_product,lescon    örme usd hs.xls
Evrak No :202506149,evrak,lescon    örme usd hs.xls
6.90$+KDV /SCUBA POLY.RAPORLU ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202506146,evrak,lescon    örme usd hs.xls
Evrak No :202506171,evrak,lescon    örme usd hs.xls
Evrak No :202506169,evrak,lescon    örme usd hs.xls
6.90$+KDV /2 IPLIK POLY.PAMUK ELASTAN 100/96,price_product,lescon    örme usd hs.xls
Evrak No :202506194,evrak,lescon    örme usd hs.xls
Evrak No :202506254,evrak,lescon    örme usd hs.xls
9$+KDV /INTERLOK POLY.ELASTAN Y.H.,price_product,lescon    örme usd hs.xls
Evrak No :202506204,evrak,lescon    örme usd hs.xls
Evrak No :202506353,evrak,lescon    örme usd hs.xls
6.50$+KDV /SUPREM POLY.INTERLOK ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202512441,evrak,lescon    örme usd hs.xls
Evrak No :202506309,evrak,lescon    örme usd hs.xls
9.70$+KDV /SCUBA PAMUK POLY.ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202506310,evrak,lescon    örme usd hs.xls
9$+KDV /INTERLOK 30D ELASTAN 50/72 WIKING APRE FRECH TUSE,price_product,lescon    örme usd hs.xls
Evrak No :202506352,evrak,lescon    örme usd hs.xls
Evrak No :202506317,evrak,lescon    örme usd hs.xls
6.80$+KDV /SCUBA POLY.ELASTAN KESIK CIZGILI,price_product,lescon    örme usd hs.xls
Evrak No :202506316,evrak,lescon    örme usd hs.xls
6.50$+KDV /POLY.INTERLOK DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202506337,evrak,lescon    örme usd hs.xls
9$+KDV /INTERLOK POLY.ELATSAN WIKING APRE FRESH TUSE 50/72,price_product,lescon    örme usd hs.xls
Evrak No :202506351,evrak,lescon    örme usd hs.xls
12.50$+KDV /INTERLOK POLY.ELASTAN Y.H.,price_product,lescon    örme usd hs.xls
Evrak No :202506388,evrak,lescon    örme usd hs.xls
"1.291.411,44 TL/42,3644 21.11.25 VD.ÇEK TAHSİL-FNo:185349",kur_farki,lescon    örme usd hs.xls
Evrak No :202506406,evrak,lescon    örme usd hs.xls
9$+KDV /INTERLOK POLY.ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202506405,evrak,lescon    örme usd hs.xls
7$+KDV /SUPREM POLY.ELASTAN 100/96,price_product,lescon    örme usd hs.xls
"98.140,88 TL/42,3644 21.11.25 VD.ÇEK FARKI-FNo:185367",kur_farki,lescon    örme usd hs.xls
Evrak No :202506446,evrak,lescon    örme usd hs.xls
9$+KDV /KASKORSE POLY.CIZGI RAPORLU Y.H,price_product,lescon    örme usd hs.xls
Evrak No :202506445,evrak,lescon    örme usd hs.xls
9$+KDV /INTERLOK POLY.ELASTAN 50/72 WIKING APRE FRESH Y.H.,price_product,lescon    örme usd hs.xls
Evrak No :202506483,evrak,lescon    örme usd hs.xls
14$+KDV /NAYL.PAMUK SCUBA ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202506513,evrak,lescon    örme usd hs.xls
9$+KDV /IGNE BOSALTMALI INTERLOK POLY.75/72,price_product,lescon    örme usd hs.xls
"1.300.738,74 TL/42,4432 26.11.25 VD.ÇEK TAHSİL-FNo:185391",kur_farki,lescon    örme usd hs.xls
Evrak No :202506524,evrak,lescon    örme usd hs.xls
"101.453,01 TL/42,4432 26.11 VD.ÇEK FARKI-FNo:185415",diger,lescon    örme usd hs.xls
Evrak No :202506570,evrak,lescon    örme usd hs.xls
Evrak No :202506569,evrak,lescon    örme usd hs.xls
9$+KDV /KASKORSE POLY.CIZGI RAPORLU,price_product,lescon    örme usd hs.xls
Evrak No :202506620,evrak,lescon    örme usd hs.xls
Evrak No :202506619,evrak,lescon    örme usd hs.xls
10.20$+KDV /NAYL.PAMUK ELASTAN INTERLOK SCUBA,price_product,lescon    örme usd hs.xls
Evrak No :202506618,evrak,lescon    örme usd hs.xls
10.50$+KDV /NAYL.ELASTAN OTTOMAN,price_product,lescon    örme usd hs.xls
Evrak No :202506617,evrak,lescon    örme usd hs.xls
6.80$+KDV /INTERLOK POLY.PAMUK PIKE,price_product,lescon    örme usd hs.xls
Evrak No :202506734,evrak,lescon    örme usd hs.xls
Evrak No :202506664,evrak,lescon    örme usd hs.xls
Evrak No :202506713,evrak,lescon    örme usd hs.xls
Evrak No :202506712,evrak,lescon    örme usd hs.xls
Evrak No :202512966,evrak,lescon    örme usd hs.xls
Evrak No :202500220,evrak,lescon    örme usd hs.xls
Evrak No :202506764,evrak,lescon    örme usd hs.xls
12.50$+KDV /INTERLOK POLY.ELASTAN 35/72,price_product,lescon    örme usd hs.xls
Evrak No :202506847,evrak,lescon    örme usd hs.xls
Evrak No :202506829,evrak,lescon    örme usd hs.xls
6.50$+KDV /INTERLOK POLY.Y.H. -FIYAT FARKI FT. 2025-13469,price_product,lescon    örme usd hs.xls
Evrak No :202506861,evrak,lescon    örme usd hs.xls
7$+KDV /SUPREM 30/1 PAMUK,price_product,lescon    örme usd hs.xls
Evrak No :202506860,evrak,lescon    örme usd hs.xls
Evrak No :202506862,evrak,lescon    örme usd hs.xls
Evrak No :202506874,evrak,lescon    örme usd hs.xls
9$+KDV /INTERLOK POLY.ELASTAN WIKING APRE FRESH TUSE 50/72,price_product,lescon    örme usd hs.xls
Evrak No :202506873,evrak,lescon    örme usd hs.xls
Evrak No :202506872,evrak,lescon    örme usd hs.xls
Evrak No :202513122,evrak,lescon    örme usd hs.xls
"1.389.120,38 TL/42,6978 16.12.25 VD.ÇEK TAHSİL-FNo:185569",kur_farki,lescon    örme usd hs.xls
Evrak No :202506901,evrak,lescon    örme usd hs.xls
Evrak No :202506893,evrak,lescon    örme usd hs.xls
Evrak No :202506930,evrak,lescon    örme usd hs.xls
Evrak No :202513213,evrak,lescon    örme usd hs.xls
"91.852,81 TL/42,6978 16.12.25 VD.ÇEK FARKI-FNo:185609",kur_farki,lescon    örme usd hs.xls
"1.389.120,38 TL/42,7301 21.12.25 VD.ÇEK TAHSİL-FNo:185611",kur_farki,lescon    örme usd hs.xls
Evrak No :202507076,evrak,lescon    örme usd hs.xls
Evrak No :202507022,evrak,lescon    örme usd hs.xls
Evrak No :202507053,evrak,lescon    örme usd hs.xls
6.90$+KDV /2 IPLIK POLY.PAMUK ELASTAN,price_product,lescon    örme usd hs.xls
Evrak No :202507052,evrak,lescon    örme usd hs.xls
10.50$+KDV /OTTOMAN ESNEK POLYESTER,price_product,lescon    örme usd hs.xls
Evrak No :202507051,evrak,lescon    örme usd hs.xls
Evrak No :202507050,evrak,lescon    örme usd hs.xls
6.50$+KDV /INTERLOK POLY.75/36,price_product,lescon    örme usd hs.xls
Evrak No :202507075,evrak,lescon    örme usd hs.xls
2.80$+KDV /SCUBA POLY.ELASTAN,price_product,lescon    örme usd hs.xls
"92.973,14 TL/42,7301 21.12.25 VD.ÇEK FARKI-FNo:185661",kur_farki,lescon    örme usd hs.xls
"1.389.699,89 TL/42,8411 26.12.25 VD.ÇEK TAHSİL-FNo:185671",kur_farki,lescon    örme usd hs.xls
Evrak No :202507097,evrak,lescon    örme usd hs.xls
Evrak No :202507096,evrak,lescon    örme usd hs.xls
Evrak No :202513628,evrak,lescon    örme usd hs.xls
"96.863,57 TL/42,8411 26.12.25 VD.ÇEK FARKI-FNo:185696",kur_farki,lescon    örme usd hs.xls
Evrak No :202507123,evrak,lescon    örme usd hs.xls
Evrak No :202507147,evrak,lescon    örme usd hs.xls
Evrak No :202600012,evrak,lescon    örme usd hs.xls
6.50$+KDV /POLY.INTERLOK DUZ BOYA,price_product,lescon    örme usd hs.xls
Evrak No :202600034,evrak,lescon    örme usd hs.xls
Evrak No :202600112,evrak,lescon    örme usd hs.xls
10$+KDV /NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYA,price_product,lescon    örme usd hs.xls
Evrak No :202600152,evrak,lescon    örme usd hs.xls
6.90$+KDV /2 IPLIK POLY.PAMUK ELASTAN DZ BOYA,price_product,lescon    örme usd hs.xls
Evrak No :202600117,evrak,lescon    örme usd hs.xls
Evrak No :202600531,evrak,lescon    örme usd hs.xls
12.50$+KDV /INTERLOK POLY.ELASTAN 35/72 -FIRELI KESIM,price_product,lescon    örme usd hs.xls
Evrak No :202600192,evrak,lescon    örme usd hs.xls
6.90$+KDV /2 IPLIK POLY.ELASTAN DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600193,evrak,lescon    örme usd hs.xls
10$+KDV /NAYL.ELASTAN DIAGONAL OTTOMAN DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600249,evrak,lescon    örme usd hs.xls
7$+KDV /PAMUK SUPREM 30/1 DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600278,evrak,lescon    örme usd hs.xls
10.20$+KDV /NAYL.PAMUK ELASTAN INTERLOK SCUBA DUZ BOPYALI,price_product,lescon    örme usd hs.xls
"855.342,60 TL/43,1924 16.01.26 VD.ÇEK TAHSİL-FNo:185859",kur_farki,lescon    örme usd hs.xls
Evrak No :202600307,evrak,lescon    örme usd hs.xls
5.70$+KDV /SUPREM POLY.RAPORLU PFD,price_product,lescon    örme usd hs.xls
Evrak No :202600368,evrak,lescon    örme usd hs.xls
10.20$+KDV /NAYL.PAMUK ELASTAN SCUBA INTERLOK DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600367,evrak,lescon    örme usd hs.xls
"855.342,60 TL/43,2839 21.01.26 VD.ÇEK TAHSİL-FNo:185885",kur_farki,lescon    örme usd hs.xls
Evrak No :202600391,evrak,lescon    örme usd hs.xls
"51.697,80 TL/43,1924 16.01.26 VD.ÇEK FARKI-FNo:185904",kur_farki,lescon    örme usd hs.xls
"896.970,90 TL/43,2814 26.01.26 VD.ÇEK TAHSİL-FNo:185926",kur_farki,lescon    örme usd hs.xls
"53.619,30 TL/43,2839 21.01.26 VD.ÇEK FARKI-FNo:185930",kur_farki,lescon    örme usd hs.xls
Evrak No :202600471,evrak,lescon    örme usd hs.xls
10.20$+KDV /NAYL.PAMUK ELASTAN INTERLOK SCUBA DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600541,evrak,lescon    örme usd hs.xls
Evrak No :202601215,evrak,lescon    örme usd hs.xls
"56.173,82 TL/43,2814 26.01.26 VD.ÇEK FARKI-FNo:185999",kur_farki,lescon    örme usd hs.xls
Evrak No :202600606,evrak,lescon    örme usd hs.xls
Evrak No :202600644,evrak,lescon    örme usd hs.xls
Evrak No :202600742,evrak,lescon    örme usd hs.xls
Evrak No :202600718,evrak,lescon    örme usd hs.xls
Evrak No :202600738,evrak,lescon    örme usd hs.xls
8.70$+KDV /OTTOMAN POLY.SIKI AYAR DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600761,evrak,lescon    örme usd hs.xls
6.90$+KDV /SCUBA POLY.ELASTAN DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600762,evrak,lescon    örme usd hs.xls
10.50$+KDV /NAYL.ELASTAN WAFFLE DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202600780,evrak,lescon    örme usd hs.xls
Evrak No :202600831,evrak,lescon    örme usd hs.xls
6.50$+KDV /POLY.WAFFLE DUZ BOYALI,price_product,lescon    örme usd hs.xls
10.50$+KDV /NAYL.WAFFLE DUZ BOYALI,price_product,lescon    örme usd hs.xls
"867.915,30 TL/43,6217 16.02.26 VD.ÇEK TAHSİL-FNo:186108",kur_farki,lescon    örme usd hs.xls
Evrak No :202600862,evrak,lescon    örme usd hs.xls
6.60$+KDV /POLY.RAPORLU JAKAR INTERLOK DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601747,evrak,lescon    örme usd hs.xls
Evrak No :202600937,evrak,lescon    örme usd hs.xls
"48.140,40 TL/43,6217 16.02.26 VD.ÇEK FARKI-FNo:186144",kur_farki,lescon    örme usd hs.xls
Evrak No :202600952,evrak,lescon    örme usd hs.xls
Evrak No :202600990,evrak,lescon    örme usd hs.xls
"867.915,30 TL/43,7670 21.02.26 VD.ÇEK TAHSİL-FNo:186167",kur_farki,lescon    örme usd hs.xls
Evrak No :202601022,evrak,lescon    örme usd hs.xls
9.50$+KDV /NAYL.ELASTAN JAKAR SUPREM DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601015,evrak,lescon    örme usd hs.xls
Evrak No :202601076,evrak,lescon    örme usd hs.xls
Evrak No :202601077,evrak,lescon    örme usd hs.xls
6.50$+KDV /POLY.FILE 5x1 DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601073,evrak,lescon    örme usd hs.xls
"914.444,24 TL/43,8677 26.02.26 VD.ÇEK TAHSİL-FNo:186211",kur_farki,lescon    örme usd hs.xls
Evrak No :202601108,evrak,lescon    örme usd hs.xls
Evrak No :202601107,evrak,lescon    örme usd hs.xls
6.80$+KDV /POLY.INTERLOK ANTISTATIK WIKING APRELI,price_product,lescon    örme usd hs.xls
Evrak No :202601106,evrak,lescon    örme usd hs.xls
"51.191,70 TL/43,7670 21.02.26 VD.ÇEK FARKI-FNo:186231",kur_farki,lescon    örme usd hs.xls
Evrak No :202601134,evrak,lescon    örme usd hs.xls
"56.164,16 TL/43,8677 26.02.26 VD.ÇEK FARKI-FNo:186239",kur_farki,lescon    örme usd hs.xls
Evrak No :202601200,evrak,lescon    örme usd hs.xls
Evrak No :202601221,evrak,lescon    örme usd hs.xls
Evrak No :202601272,evrak,lescon    örme usd hs.xls
Evrak No :202601263,evrak,lescon    örme usd hs.xls
Evrak No :202601276,evrak,lescon    örme usd hs.xls
Evrak No :202601293,evrak,lescon    örme usd hs.xls
Evrak No :202601288,evrak,lescon    örme usd hs.xls
6.30$+KDV /SCUBA POLY.ELASTAN PIKE DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601287,evrak,lescon    örme usd hs.xls
7.90$+KDV /POLY.CELIKLI CIZGILI INTERLOK DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601355,evrak,lescon    örme usd hs.xls
Evrak No :202601354,evrak,lescon    örme usd hs.xls
Evrak No :202601357,evrak,lescon    örme usd hs.xls
Evrak No :202601379,evrak,lescon    örme usd hs.xls
Evrak No :202601390,evrak,lescon    örme usd hs.xls
Evrak No :202601422,evrak,lescon    örme usd hs.xls
7$+KDV /POLY.ELASTAN RAPORLU PETEK SUPREM DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601421,evrak,lescon    örme usd hs.xls
Evrak No :202601420,evrak,lescon    örme usd hs.xls
"1.245.156,93 TL/44,1003 16.03.26 VD.ÇEK TAHSİL-FNo:186380",kur_farki,lescon    örme usd hs.xls
Evrak No :202601454,evrak,lescon    örme usd hs.xls
Evrak No :202601495,evrak,lescon    örme usd hs.xls
Evrak No :202601466,evrak,lescon    örme usd hs.xls
Evrak No :202601465,evrak,lescon    örme usd hs.xls
Evrak No :202601464,evrak,lescon    örme usd hs.xls
7.50$+KDV /POLY.RAPORLU GIPE DOUBLEFACE DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601463,evrak,lescon    örme usd hs.xls
11$+KDV /NAYL.ELASTAN WAFFLE DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601500,evrak,lescon    örme usd hs.xls
"1.245.156,93 TL/44,2120 21.03.26 VD.ÇEK TAHSİL-FNo:186410",kur_farki,lescon    örme usd hs.xls
"71.237,02 TL/44,1003 16.03.26 VD.ÇEK FARKI-FNo:186415",kur_farki,lescon    örme usd hs.xls
Evrak No :202600129,evrak,lescon    örme usd hs.xls
Evrak No :202601542,evrak,lescon    örme usd hs.xls
"1.245.156,93 TL/44,3535 26.03.26 VD.ÇEK TAHSİL-FNo:186450",kur_farki,lescon    örme usd hs.xls
"74.571,27 TL/44,2120 21.03.26 VD.ÇEK FARKI-FNo:186455",kur_farki,lescon    örme usd hs.xls
Evrak No :202601583,evrak,lescon    örme usd hs.xls
6.50$+KDV /SCUBA POLY.ELASTAN TEK TOPLAMA PIKE DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601609,evrak,lescon    örme usd hs.xls
7.90$+KDV /POLY.CELIKLI INTERLOK DUZ BOYALI,price_product,lescon    örme usd hs.xls
Evrak No :202601608,evrak,lescon    örme usd hs.xls
Evrak No :202601653,evrak,lescon    örme usd hs.xls
"78.795,04 TL/44,3535 26.03.26 VD.ÇEK FARKI-FNo:186518",kur_farki,lescon    örme usd hs.xls
Evrak No :202601697,evrak,lescon    örme usd hs.xls
Evrak No :202601780,evrak,lescon    örme usd hs.xls
Evrak No :202601779,evrak,lescon    örme usd hs.xls
Evrak No :202601786,evrak,lescon    örme usd hs.xls
Evrak No :202601803,evrak,lescon    örme usd hs.xls
Evrak No :202601808,evrak,lescon    örme usd hs.xls
Evrak No :202601826,evrak,lescon    örme usd hs.xls
Genel Toplam:,diger,lescon    örme usd hs.xls
Mutabakat Tarihi:,diger,lescon    örme usd hs.xls
